Agency,Cntyfip,Circumstance,MSA,Number of Records,Solved,Source,State,Vic Age,Vic Race,Vic Sex,Weapon,Year
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,39,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,53,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,38,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,999,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,15,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",2002
Seat Pleasant,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,37,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,46,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,17,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,49,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,58,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,56,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,43,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,15,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,17,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,38,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,50,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,38,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,45,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,No,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",1987
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1988
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",1989
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,37,Black,Male,"Handgun - pistol, revolver, etc",1991
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1991
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1991
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,36,Black,Male,"Handgun - pistol, revolver, etc",1994
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1998
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,999,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,No,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1991
Salisbury,"Wicomico, MD",Other,"Salisbury, MD",1,No,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",2006
Mount Rainier,"Prince George's, MD",Other,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,33,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,No,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",1997
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,No,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,No,FBI,Maryland,38,Black,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,No,FBI,Maryland,41,Black,Male,"Handgun - pistol, revolver, etc",2012
District Heights,"Prince George's, MD",Other - not specified,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,No,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,No,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1994
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,No,FBI,Maryland,33,Black,Male,"Handgun - pistol, revolver, etc",1997
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,No,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",1997
